N,F,f,m,r,pfail
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.273
2000,1/4,1/2,4000,41,0.075
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.89
2000,1/4,1/2,4000,31,0.273
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.902
2000,1/4,1/2,4000,31,0.264
2000,1/4,1/2,4000,41,0.08
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.887
2000,1/4,1/2,4000,31,0.257
2000,1/4,1/2,4000,41,0.088
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.919
2000,1/4,1/2,4000,31,0.256
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.896
2000,1/4,1/2,4000,31,0.266
2000,1/4,1/2,4000,41,0.074
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.878
2000,1/4,1/2,4000,31,0.251
2000,1/4,1/2,4000,41,0.084
2000,1/4,1/2,4000,51,0.007
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.905
2000,1/4,1/2,4000,31,0.271
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.885
2000,1/4,1/2,4000,31,0.273
2000,1/4,1/2,4000,41,0.06
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.875
2000,1/4,1/2,4000,31,0.25
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.902
2000,1/4,1/2,4000,31,0.235
2000,1/4,1/2,4000,41,0.053
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.893
2000,1/4,1/2,4000,31,0.282
2000,1/4,1/2,4000,41,0.073
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.899
2000,1/4,1/2,4000,31,0.255
2000,1/4,1/2,4000,41,0.065
2000,1/4,1/2,4000,51,0.018
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.882
2000,1/4,1/2,4000,31,0.248
2000,1/4,1/2,4000,41,0.062
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.862
2000,1/4,1/2,4000,31,0.284
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.007
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.899
2000,1/4,1/2,4000,31,0.317
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.889
2000,1/4,1/2,4000,31,0.283
2000,1/4,1/2,4000,41,0.073
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.005
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.879
2000,1/4,1/2,4000,31,0.266
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.263
2000,1/4,1/2,4000,41,0.07
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.001
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.241
2000,1/4,1/2,4000,41,0.058
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.005
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.258
2000,1/4,1/2,4000,41,0.076
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.883
2000,1/4,1/2,4000,31,0.258
2000,1/4,1/2,4000,41,0.057
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.88
2000,1/4,1/2,4000,31,0.248
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.017
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.893
2000,1/4,1/2,4000,31,0.255
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.019
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.893
2000,1/4,1/2,4000,31,0.249
2000,1/4,1/2,4000,41,0.069
2000,1/4,1/2,4000,51,0.016
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.254
2000,1/4,1/2,4000,41,0.069
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.903
2000,1/4,1/2,4000,31,0.264
2000,1/4,1/2,4000,41,0.064
2000,1/4,1/2,4000,51,0.007
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.898
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.051
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.279
2000,1/4,1/2,4000,41,0.074
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.006
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.903
2000,1/4,1/2,4000,31,0.249
2000,1/4,1/2,4000,41,0.062
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.895
2000,1/4,1/2,4000,31,0.266
2000,1/4,1/2,4000,41,0.082
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.886
2000,1/4,1/2,4000,31,0.239
2000,1/4,1/2,4000,41,0.072
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.895
2000,1/4,1/2,4000,31,0.282
2000,1/4,1/2,4000,41,0.09
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.23
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.901
2000,1/4,1/2,4000,31,0.286
2000,1/4,1/2,4000,41,0.078
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.223
2000,1/4,1/2,4000,41,0.071
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.27
2000,1/4,1/2,4000,41,0.071
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.901
2000,1/4,1/2,4000,31,0.271
2000,1/4,1/2,4000,41,0.052
2000,1/4,1/2,4000,51,0.016
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.242
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.233
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.018
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.896
2000,1/4,1/2,4000,31,0.256
2000,1/4,1/2,4000,41,0.077
2000,1/4,1/2,4000,51,0.016
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.899
2000,1/4,1/2,4000,31,0.258
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.018
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.902
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.075
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.271
2000,1/4,1/2,4000,41,0.045
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.909
2000,1/4,1/2,4000,31,0.255
2000,1/4,1/2,4000,41,0.06
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.894
2000,1/4,1/2,4000,31,0.279
2000,1/4,1/2,4000,41,0.081
2000,1/4,1/2,4000,51,0.007
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.89
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.076
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.894
2000,1/4,1/2,4000,31,0.241
2000,1/4,1/2,4000,41,0.081
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.906
2000,1/4,1/2,4000,31,0.221
2000,1/4,1/2,4000,41,0.074
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.258
2000,1/4,1/2,4000,41,0.053
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.877
2000,1/4,1/2,4000,31,0.263
2000,1/4,1/2,4000,41,0.057
2000,1/4,1/2,4000,51,0.018
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.887
2000,1/4,1/2,4000,31,0.231
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.893
2000,1/4,1/2,4000,31,0.253
2000,1/4,1/2,4000,41,0.058
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.893
2000,1/4,1/2,4000,31,0.234
2000,1/4,1/2,4000,41,0.062
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.914
2000,1/4,1/2,4000,31,0.24
2000,1/4,1/2,4000,41,0.054
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.283
2000,1/4,1/2,4000,41,0.074
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.895
2000,1/4,1/2,4000,31,0.285
2000,1/4,1/2,4000,41,0.07
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.883
2000,1/4,1/2,4000,31,0.266
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.882
2000,1/4,1/2,4000,31,0.26
2000,1/4,1/2,4000,41,0.058
2000,1/4,1/2,4000,51,0.017
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.9
2000,1/4,1/2,4000,31,0.249
2000,1/4,1/2,4000,41,0.081
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.915
2000,1/4,1/2,4000,31,0.254
2000,1/4,1/2,4000,41,0.047
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.899
2000,1/4,1/2,4000,31,0.265
2000,1/4,1/2,4000,41,0.066
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.891
2000,1/4,1/2,4000,31,0.241
2000,1/4,1/2,4000,41,0.074
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.908
2000,1/4,1/2,4000,31,0.236
2000,1/4,1/2,4000,41,0.084
2000,1/4,1/2,4000,51,0.005
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.903
2000,1/4,1/2,4000,31,0.276
2000,1/4,1/2,4000,41,0.065
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.887
2000,1/4,1/2,4000,31,0.259
2000,1/4,1/2,4000,41,0.071
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.283
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.859
2000,1/4,1/2,4000,31,0.282
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.261
2000,1/4,1/2,4000,41,0.056
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.221
2000,1/4,1/2,4000,41,0.078
2000,1/4,1/2,4000,51,0.011
